eco	name	name_ko	pgn	uci	epd
A40	Englund Gambit: Hartlaub-Charlick Gambit	잉글런드 갬빗: 하르트라우브-찰릭 갬빗	1. d4 e5 2. dxe5 d6	d2d4 e7e5 d4e5 d7d6	rnbqkbnr/ppp2ppp/3p4/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Englund Gambit: Main Line	잉글런드 갬빗: 메인 라인	1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7	d2d4 e7e5 d4e5 b8c6 g1f3 d8e7	r1b1kbnr/ppppqppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A40	Englund Gambit: Mosquito Gambit	잉글런드 갬빗: 모스키토 갬빗	1. d4 e5 2. dxe5 Qh4	d2d4 e7e5 d4e5 d8h4	rnb1kbnr/pppp1ppp/8/4P3/7q/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Englund Gambit: Soller Gambit	잉글런드 갬빗: 솔러 갬빗	1. d4 e5 2. dxe5 f6	d2d4 e7e5 d4e5 f7f6	rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Englund Gambit: Soller Gambit Deferred	잉글런드 갬빗: 솔러 갬빗 디퍼드	1. d4 e5 2. dxe5 Nc6 3. Nf3 f6	d2d4 e7e5 d4e5 b8c6 g1f3 f7f6	r1bqkbnr/pppp2pp/2n2p2/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A40	Englund Gambit: Stockholm Variation	잉글런드 갬빗: 스톡홀름 베리에이션	1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5	d2d4 e7e5 d4e5 b8c6 g1f3 d8e7 d1d5	r1b1kbnr/ppppqppp/2n5/3QP3/8/5N2/PPP1PPPP/RNB1KB1R b KQkq -
A40	Englund Gambit: Zilbermints Gambit	잉글런드 갬빗: 질버민츠 갬빗	1. d4 e5 2. dxe5 Nc6 3. Nf3 Nge7	d2d4 e7e5 d4e5 b8c6 g1f3 g8e7	r1bqkb1r/ppppnppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A40	Horwitz Defense	호르비츠 디펜스	1. d4 e6	d2d4 e7e6	rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Horwitz Defense: Zilbermints Gambit	호르비츠 디펜스: 질버민츠 갬빗	1. d4 e6 2. c4 e5	d2d4 e7e6 c2c4 e6e5	rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
A40	Kangaroo Defense	캥거루 디펜스	1. d4 e6 2. c4 Bb4+	d2d4 e7e6 c2c4 f8b4	rnbqk1nr/pppp1ppp/4p3/8/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq -
A40	Kangaroo Defense: Keres Defense, Transpositional Variation	캥거루 디펜스: 케레스 디펜스, 전환형 베리에이션	1. d4 e6 2. c4 Bb4+ 3. Nc3	d2d4 e7e6 c2c4 f8b4 b1c3	rnbqk1nr/pppp1ppp/4p3/8/1bPP4/2N5/PP2PPPP/R1BQKBNR b KQkq -
A40	Mikenas Defense	미케나스 디펜스	1. d4 Nc6	d2d4 b8c6	r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Mikenas Defense: Cannstatter Variation	미케나스 디펜스: 칸슈타터 베리에이션	1. d4 Nc6 2. c4 e5 3. d5 Nd4	d2d4 b8c6 c2c4 e7e5 d4d5 c6d4	r1bqkbnr/pppp1ppp/8/3Pp3/2Pn4/8/PP2PPPP/RNBQKBNR w KQkq -
A40	Mikenas Defense: Lithuanian Variation	미케나스 디펜스: 리투아니안 베리에이션	1. d4 Nc6 2. c4 e5 3. d5 Nce7	d2d4 b8c6 c2c4 e7e5 d4d5 c6e7	r1bqkbnr/ppppnppp/8/3Pp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq -
A40	Mikenas Defense: Pozarek Gambit	미케나스 디펜스: 포자렉 갬빗	1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4	d2d4 b8c6 c2c4 e7e5 d4e5 c6e5 b1c3 e5c4	r1bqkbnr/pppp1ppp/8/8/2n5/2N5/PP2PPPP/R1BQKBNR w KQkq -
A40	Modern Defense: Beefeater Variation	모던 디펜스: 비피터 베리에이션	1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 f7f5	rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq -
A40	Modern Defense: Lizard Defense, Pirc-Diemer Gambit	모던 디펜스: 리자드 디펜스, 피어츠-디머 갬빗	1. d4 g6 2. h4 Nf6 3. h5	d2d4 g7g6 h2h4 g8f6 h4h5	rnbqkb1r/pppppp1p/5np1/7P/3P4/8/PPP1PPP1/RNBQKBNR b KQkq -
A40	Montevideo Defense	몬테비데오 디펜스	1. d4 Nc6 2. d5 Nb8	d2d4 b8c6 d4d5 c6b8	rnbqkbnr/pppppppp/8/3P4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Polish Defense	폴리시 디펜스	1. d4 b5	d2d4 b7b5	rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Polish Defense: Spassky Gambit Accepted	폴리시 디펜스: 스파스키 갬빗 수락	1. d4 b5 2. e4 Bb7 3. Bxb5	d2d4 b7b5 e2e4 c8b7 f1b5	rn1qkbnr/pbpppppp/8/1B6/3PP3/8/PPP2PPP/RNBQK1NR b KQkq -
A40	Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl	프테로닥틸 디펜스: 센트럴, 베노니 비피터 프테로닥틸	1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 d6 5. e4 Bxc3+ 6. bxc3 Qa5	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d7d6 e2e4 g7c3 b2c3 d8a5	rnb1k1nr/pp2pp1p/3p2p1/q1pP4/2P1P3/2P5/P4PPP/R1BQKBNR w KQkq -
A40	Pterodactyl Defense: Central, Benoni Pterodactyl	프테로닥틸 디펜스: 센트럴, 베노니 프테로닥틸	1. d4 g6 2. c4 Bg7 3. e4 c5 4. d5 Qa5+	d2d4 g7g6 c2c4 f8g7 e2e4 c7c5 d4d5 d8a5	rnb1k1nr/pp1pppbp/6p1/q1pP4/2P1P3/8/PP3PPP/RNBQKBNR w KQkq -
A40	Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl	프테로닥틸 디펜스: 피앙케토, 퀸 베노니 프테로닥틸	1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Qa5	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 d8a5	rnb1k1nr/pp1pppbp/6p1/q1pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq -
A40	Pterodactyl Defense: Fianchetto, Queen Pteranodon	프테로닥틸 디펜스: 피앙케토, 퀸 프테라노돈	1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 Qa5	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 d8a5	rnb1k1nr/pp1ppp1p/6p1/q1pP4/2P5/2P5/P3PPPP/R1BQKBNR w KQkq -
A40	Pterodactyl Defense: Fianchetto, Queen Pterodactyl	프테로닥틸 디펜스: 피앙케토, 퀸 프테로닥틸	1. d4 g6 2. Nf3 Bg7 3. g3 c5 4. Bg2 Qa5+	d2d4 g7g6 g1f3 f8g7 g2g3 c7c5 f1g2 d8a5	rnb1k1nr/pp1pppbp/6p1/q1p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq -
A40	Pterodactyl Defense: Queen Pterodactyl, Quiet Line	프테로닥틸 디펜스: 퀸 프테로닥틸, 콰이엇 라인	1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. e3	d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 e2e3	rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -
A40	Queen's Pawn Game	퀸즈 폰 게임	1. d4	d2d4	rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq -
A40	Queen's Pawn Game: Anglo-Slav Opening	퀸즈 폰 게임: 앵글로-슬라브 오프닝	1. d4 c6 2. c4 d6	d2d4 c7c6 c2c4 d7d6	rnbqkbnr/pp2pppp/2pp4/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
A40	Queen's Pawn Game: Modern Defense	퀸즈 폰 게임: 모던 디펜스	1. d4 g6	d2d4 g7g6	rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A40	Slav Indian: Kudischewitsch Gambit	슬라브 인디언: 쿠디셰비치 갬빗	1. d4 c6 2. Nf3 Nf6 3. c4 b5	d2d4 c7c6 g1f3 g8f6 c2c4 b7b5	rnbqkb1r/p2ppppp/2p2n2/1p6/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -
A40	Zaire Defense	자이르 디펜스	1. d4 Nc6 2. d5 Nb8 3. e4 Nf6 4. e5 Ng8	d2d4 b8c6 d4d5 c6b8 e2e4 g8f6 e4e5 f6g8	rnbqkbnr/pppppppp/8/3PP3/8/8/PPP2PPP/RNBQKBNR w KQkq -
A41	Modern Defense	모던 디펜스	1. d4 g6 2. c4 Bg7 3. Nc3 d6	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6	rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -
A41	Modern Defense: Neo-Modern Defense	모던 디펜스: 네오-모던 디펜스	1. d4 g6 2. c4 Bg7 3. e4 e5	d2d4 g7g6 c2c4 f8g7 e2e4 e7e5	rnbqk1nr/pppp1pbp/6p1/4p3/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -
A41	Old Indian Defense	올드 인디언 디펜스	1. d4 d6 2. c4	d2d4 d7d6 c2c4	rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -
A41	Queen's Pawn Game	퀸즈 폰 게임	1. d4 d6	d2d4 d7d6	rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A41	Rat Defense: English Rat	랫 디펜스: 잉글리시 랫	1. d4 d6 2. c4 e5	d2d4 d7d6 c2c4 e7e5	rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
A41	Rat Defense: English Rat, Lisbon Gambit	랫 디펜스: 잉글리시 랫, 리스본 갬빗	1. d4 d6 2. c4 e5 3. dxe5 Nc6	d2d4 d7d6 c2c4 e7e5 d4e5 b8c6	r1bqkbnr/ppp2ppp/2np4/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq -
A41	Rat Defense: English Rat, Pounds Gambit	랫 디펜스: 잉글리시 랫, 파운즈 갬빗	1. d4 d6 2. c4 e5 3. dxe5 Be6	d2d4 d7d6 c2c4 e7e5 d4e5 c8e6	rn1qkbnr/ppp2ppp/3pb3/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq -
A41	Robatsch Defense	로바치 디펜스	1. d4 d6 2. Nf3 g6 3. c4 Bg7 4. e4 Bg4	d2d4 d7d6 g1f3 g7g6 c2c4 f8g7 e2e4 c8g4	rn1qk1nr/ppp1ppbp/3p2p1/8/2PPP1b1/5N2/PP3PPP/RNBQKB1R w KQkq -
A41	Wade Defense	웨이드 디펜스	1. d4 d6 2. Nf3 Bg4	d2d4 d7d6 g1f3 c8g4	rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A41	Zukertort Opening: Wade Defense, Chigorin Plan	주커토르트 오프닝: 웨이드 디펜스, 치고린 플랜	1. d4 d6 2. Nf3 Bg4 3. c4 Nd7 4. Qb3 Rb8	d2d4 d7d6 g1f3 c8g4 c2c4 b8d7 d1b3 a8b8	1r1qkbnr/pppnpppp/3p4/8/2PP2b1/1Q3N2/PP2PPPP/RNB1KB1R w KQk -
A42	Modern Defense: Averbakh System	모던 디펜스: 아베르바흐 시스템	1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4	rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -
A42	Modern Defense: Averbakh Variation, Pseudo-Sämisch	모던 디펜스: 아베르바흐 베리에이션, 가짜-사미쉬	1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3	d2d4 g7g6 c2c4 f8g7 e2e4 d7d6 c1e3 g8f6 f2f3	rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP4PP/RN1QKBNR b KQkq -
A42	Modern Defense: Kotov Variation	모던 디펜스: 코토프 베리에이션	1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 b8c6	r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -
A42	Modern Defense: Randspringer Variation	모던 디펜스: 란트슈프링어 베리에이션	1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 f5	d2d4 g7g6 c2c4 f8g7 b1c3 d7d6 e2e4 f7f5	rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -
A42	Pterodactyl Defense	프테로닥틸 디펜스	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+ 5. Nc3 d6	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5 b1c3 d7d6	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -
A42	Pterodactyl Defense: Central, Bogolubovia	프테로닥틸 디펜스: 센트럴, 보고류보비아	1. d4 g6 2. c4 Bg7 3. e4 d6 4. Nc3 c5 5. Nge2 Qa5	d2d4 g7g6 c2c4 f8g7 e2e4 d7d6 b1c3 c7c5 g1e2 d8a5	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N5/PP2NPPP/R1BQKB1R w KQkq -
A43	Benoni Defense: Benoni Gambit Accepted	베노니 디펜스: 베노니 갬빗 수락	1. d4 c5 2. dxc5	d2d4 c7c5 d4c5	rnbqkbnr/pp1ppppp/8/2P5/8/8/PPP1PPPP/RNBQKBNR b KQkq -
A43	Benoni Defense: Benoni Gambit, Schlenker Defense	베노니 디펜스: 베노니 갬빗, 슐렌커 디펜스	1. d4 c5 2. dxc5 Na6	d2d4 c7c5 d4c5 b8a6	r1bqkbnr/pp1ppppp/n7/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Benoni-Indian Defense	베노니 디펜스: 베노니-인디언 디펜스	1. d4 c5 2. d5 Nf6	d2d4 c7c5 d4d5 g8f6	rnbqkb1r/pp1ppppp/5n2/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Benoni-Indian Defense, Kingside Move Order	베노니 디펜스: 베노니-인디언 디펜스, 킹사이드 무브 오더	1. d4 c5 2. d5 Nf6 3. Nf3	d2d4 c7c5 d4d5 g8f6 g1f3	rnbqkb1r/pp1ppppp/5n2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R b KQkq -
A43	Benoni Defense: Benoni-Staunton Gambit	베노니 디펜스: 베노니-스탠턴 갬빗	1. d4 c5 2. d5 f5 3. e4	d2d4 c7c5 d4d5 f7f5 e2e4	rnbqkbnr/pp1pp1pp/8/2pP1p2/4P3/8/PPP2PPP/RNBQKBNR b KQkq -
A43	Benoni Defense: Cormorant Gambit	베노니 디펜스: 코모런트 갬빗	1. d4 c5 2. dxc5 b6	d2d4 c7c5 d4c5 b7b6	rnbqkbnr/p2ppppp/1p6/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: French Benoni	베노니 디펜스: 프렌치 베노니	1. e4 e6 2. d4 c5 3. d5	e2e4 e7e6 d2d4 c7c5 d4d5	rnbqkbnr/pp1p1ppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq -
A43	Benoni Defense: Hawk Variation	베노니 디펜스: 호크 베리에이션	1. d4 Nf6 2. Nf3 c5 3. d5 c4	d2d4 g8f6 g1f3 c7c5 d4d5 c5c4	rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A43	Benoni Defense: Old Benoni	베노니 디펜스: 올드 베노니	1. d4 c5	d2d4 c7c5	rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Old Benoni	베노니 디펜스: 올드 베노니	1. d4 c5 2. d5	d2d4 c7c5 d4d5	rnbqkbnr/pp1ppppp/8/2pP4/8/8/PPP1PPPP/RNBQKBNR b KQkq -
A43	Benoni Defense: Old Benoni	베노니 디펜스: 올드 베노니	1. d4 c5 2. d5 d6	d2d4 c7c5 d4d5 d7d6	rnbqkbnr/pp2pppp/3p4/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Old Benoni, Mujannah Formation	베노니 디펜스: 올드 베노니, 무자나 포메이션	1. d4 c5 2. d5 f5	d2d4 c7c5 d4d5 f7f5	rnbqkbnr/pp1pp1pp/8/2pP1p2/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Old Benoni, Schmid Variation	베노니 디펜스: 올드 베노니, 슈미트 베리에이션	1. d4 c5 2. d5 d6 3. Nc3 g6	d2d4 c7c5 d4d5 d7d6 b1c3 g7g6	rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq -
A43	Benoni Defense: Snail Variation	베노니 디펜스: 스네일 베리에이션	1. d4 c5 2. d5 Na6	d2d4 c7c5 d4d5 b8a6	r1bqkbnr/pp1ppppp/n7/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq -
A43	Benoni Defense: Woozle	베노니 디펜스: 우즐	1. d4 c5 2. d5 Nf6 3. Nc3 Qa5	d2d4 c7c5 d4d5 g8f6 b1c3 d8a5	rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq -
A43	Benoni Defense: Zilbermints-Benoni Gambit	베노니 디펜스: 질버민츠-베노니 갬빗	1. d4 c5 2. b4	d2d4 c7c5 b2b4	rnbqkbnr/pp1ppppp/8/2p5/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq -
A43	Benoni Defense: Zilbermints-Benoni Gambit	베노니 디펜스: 질버민츠-베노니 갬빗	1. d4 c5 2. Nf3 cxd4 3. b4	d2d4 c7c5 g1f3 c5d4 b2b4	rnbqkbnr/pp1ppppp/8/8/1P1p4/5N2/P1P1PPPP/RNBQKB1R b KQkq -
A43	Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit	베노니 디펜스: 질버민츠-베노니 갬빗, 타마킨 카운터갬빗	1. d4 c5 2. Nf3 cxd4 3. b4 e5	d2d4 c7c5 g1f3 c5d4 b2b4 e7e5	rnbqkbnr/pp1p1ppp/8/4p3/1P1p4/5N2/P1P1PPPP/RNBQKB1R w KQkq -
A43	Indian Defense: Pseudo-Benko	인디언 디펜스: 가짜-벤코	1. d4 Nf6 2. Nf3 c5 3. d5 b5	d2d4 g8f6 g1f3 c7c5 d4d5 b7b5	rnbqkb1r/p2ppppp/5n2/1ppP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -
A43	Queen's Pawn Game: Liedmann Gambit	퀸즈 폰 게임: 리드만 갬빗	1. d4 c5 2. c4 cxd4 3. e3	d2d4 c7c5 c2c4 c5d4 e2e3	rnbqkbnr/pp1ppppp/8/8/2Pp4/4P3/PP3PPP/RNBQKBNR b KQkq -
A44	Benoni Defense: Old Benoni	베노니 디펜스: 올드 베노니	1. d4 c5 2. d5 e5	d2d4 c7c5 d4d5 e7e5	rnbqkbnr/pp1p1ppp/8/2pPp3/8/8/PPP1PPPP/RNBQKBNR w KQkq e6
A44	Benoni Defense: Semi-Benoni	베노니 디펜스: 세미-베노니	1. d4 c5 2. d5 e5 3. e4 d6	d2d4 c7c5 d4d5 e7e5 e2e4 d7d6	rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -
A45	Amazon Attack: Siberian Attack	아마존 어택: 시베리안 어택	1. d4 Nf6 2. Nc3 d5 3. Qd3	d2d4 g8f6 b1c3 d7d5 d1d3	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2NQ4/PPP1PPPP/R1B1KBNR b KQkq -
A45	Canard Opening	카나르 오프닝	1. d4 Nf6 2. f4	d2d4 g8f6 f2f4	rnbqkb1r/pppppppp/5n2/8/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq -
A45	Indian Defense	인디언 디펜스	1. d4 Nf6	d2d4 g8f6	rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -
A45	Indian Defense: Accelerated London System	인디언 디펜스: 액셀러레이티드 런던 시스템	1. d4 Nf6 2. Bf4	d2d4 g8f6 c1f4	rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq -
A45	Indian Defense: Gedult Attack	인디언 디펜스: 게덜트 어택	1. d4 Nf6 2. f3 d5 3. g4	d2d4 g8f6 f2f3 d7d5 g2g4	rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq -
A45	Indian Defense: Gibbins-Weidenhagen Gambit	인디언 디펜스: 기빈스-바이덴하겐 갬빗	1. d4 Nf6 2. g4	d2d4 g8f6 g2g4	rnbqkb1r/pppppppp/5n2/8/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq -
A45	Indian Defense: Gibbins-Weidenhagen Gambit Accepted	인디언 디펜스: 기빈스-바이덴하겐 갬빗 수락	1. d4 Nf6 2. g4 Nxg4	d2d4 g8f6 g2g4 f6g4	rnbqkb1r/pppppppp/8/8/3P2n1/8/PPP1PP1P/RNBQKBNR w KQkq -
A45	Indian Defense: Gibbins-Weidenhagen Gambit, Maltese Falcon	인디언 디펜스: 기빈스-바이덴하겐 갬빗, 몰타 팔콘	1. d4 Nf6 2. g4 Nxg4 3. f3 Nf6 4. e4	d2d4 g8f6 g2g4 f6g4 f2f3 g4f6 e2e4	rnbqkb1r/pppppppp/5n2/8/3PP3/5P2/PPP4P/RNBQKBNR b KQkq -
A45	Indian Defense: Gibbins-Weidenhagen Gambit, Oshima Defense	인디언 디펜스: 기빈스-바이덴하겐 갬빗, 오시마 디펜스	1. d4 Nf6 2. g4 e5	d2d4 g8f6 g2g4 e7e5	rnbqkb1r/pppp1ppp/5n2/4p3/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq -
A45	Indian Defense: Gibbins-Weidenhagen Gambit, Stummer Gambit	인디언 디펜스: 기빈스-바이덴하겐 갬빗, 슈투머 갬빗	1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Be2 Nf6 5. Nc3	d2d4 g8f6 g2g4 f6g4 e2e4 d7d6 f1e2 g4f6 b1c3	rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP1BP1P/R1BQK1NR b KQkq -
A45	Indian Defense: Lazard Gambit	인디언 디펜스: 라자르 갬빗	1. d4 Nf6 2. Nd2 e5	d2d4 g8f6 b1d2 e7e5	rnbqkb1r/pppp1ppp/5n2/4p3/3P4/8/PPPNPPPP/R1BQKBNR w KQkq -
A45	Indian Defense: Maddigan Gambit	인디언 디펜스: 매디건 갬빗	1. d4 Nf6 2. Nc3 e5	d2d4 g8f6 b1c3 e7e5	rnbqkb1r/pppp1ppp/5n2/4p3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -
A45	Indian Defense: Omega Gambit	인디언 디펜스: 오메가 갬빗	1. d4 Nf6 2. e4	d2d4 g8f6 e2e4	rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -
A45	Indian Defense: Omega Gambit, Arafat Gambit	인디언 디펜스: 오메가 갬빗, 아라파트 갬빗	1. d4 Nf6 2. e4 Nxe4 3. Bd3 Nf6 4. Bg5	d2d4 g8f6 e2e4 f6e4 f1d3 e4f6 c1g5	rnbqkb1r/pppppppp/5n2/6B1/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq -
A45	Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred	인디언 디펜스: 페일페이스 어택, 블랙마-디머 갬빗 디퍼드	1. d4 Nf6 2. f3 d5 3. e4	d2d4 g8f6 f2f3 d7d5 e2e4	rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq -
A45	Indian Defense: Pawn Push Variation	인디언 디펜스: 폰 푸시 베리에이션	1. d4 Nf6 2. d5	d2d4 g8f6 d4d5	rnbqkb1r/pppppppp/5n2/3P4/8/8/PPP1PPPP/RNBQKBNR b KQkq -
A45	Indian Defense: Reversed Chigorin Defense	인디언 디펜스: 리버스드 치고린 디펜스	1. d4 Nf6 2. Nc3 c5	d2d4 g8f6 b1c3 c7c5	rnbqkb1r/pp1ppppp/5n2/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -
A45	Indian Defense: Tartakower Attack	인디언 디펜스: 타르타코워 어택	1. d4 Nf6 2. g3	d2d4 g8f6 g2g3	rnbqkb1r/pppppppp/5n2/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq -
A45	Paleface Attack	페일페이스 어택	1. d4 Nf6 2. f3	d2d4 g8f6 f2f3	rnbqkb1r/pppppppp/5n2/8/3P4/5P2/PPP1P1PP/RNBQKBNR b KQkq -
A45	Queen's Pawn Game: Chigorin Variation	퀸즈 폰 게임: 치고린 베리에이션	1. d4 Nf6 2. Nc3 d5	d2d4 g8f6 b1c3 d7d5	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -
A45	Queen's Pawn Game: Veresov, Richter Attack	퀸즈 폰 게임: 베레소프, 리히터 어택	1. d4 Nf6 2. f3 d5 3. Nc3	d2d4 g8f6 f2f3 d7d5 b1c3	rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2P2/PPP1P1PP/R1BQKBNR b KQkq -
A45	Trompowsky Attack	트롬파우스키 어택	1. d4 Nf6 2. Bg5	d2d4 g8f6 c1g5	rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq -
A45	Trompowsky Attack: Borg Variation	트롬파우스키 어택: 보그 베리에이션	1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5	d2d4 g8f6 c1g5 f6e4 g5f4 g7g5	rnbqkb1r/pppppp1p/8/6p1/3PnB2/8/PPP1PPPP/RN1QKBNR w KQkq -
A45	Trompowsky Attack: Classical Defense	트롬파우스키 어택: 클래시컬 디펜스	1. d4 Nf6 2. Bg5 e6	d2d4 g8f6 c1g5 e7e6	rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq -
